code,product_name,brands,categories_en,countries_en,nutriscore_grade,nutriscore_score,nova_group,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,carbohydrates_100g,ingredients_text,additives_n,labels_en,sat_fat_ratio,protein_density,sugar_density,has_additives,n_ingredients,has_added_sugar,has_palm_oil,claims_healthy,health_claim,actually_unhealthy,is_DE,grade_upper,is_health_marketed
9343723007224,Veggie Hero,Nutra Organics,Vegetable-supplement-powder,Australia,d,12.0,1.0,353.728489483748,2.0,2.0,34.0,16.0,20.0,0.85,0.34,54.0,"Premium Australian Vegetables (41%) (Carrot, Pumpkin, Sweet Potato, Tomato, Spinach, Broccoli), Pea Protein*, Australian Mango, Rice Fibre, Lucuma&quot;, Green Banana Resistant Starch, Australian Apple&quot;, Australian Alfalfa, Wholefood Vitamin & Mineral Extracts&quot; (Broccoli, Spinach, Kale*, Pumpkin, Sweet Potato, Sunflower Seeds&quot;, Cranberry, Chlorella, Maitake Mushroom&quot;, Shiitake Mushroom*). &quot;Certified Organic Ingredients",0.0,"Vegetarian,No GMOs,Vegan",1.0,0.0565405405405404,0.0961189189189188,0,23,0,0,0,,1,1,D,Other
9343787000209,Vanilla Bean Yoghurt,Five:am Organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,6.0,4.0,110.5,5.3,3.4,10.4,0.0,4.5,0.16,0.064,11.2,"Organic yoghurt (organic _milk_, organic raw sugar, organic cream milk solids, organic milk solids, live cultures (incl. probiotics acidophilus and bifidus), vanilla bean mix (water, organic raw sugar, ice starch, natural flavour (vanilla), vanilla bean macerates.citric acid).",1.0,Australian made,0.6415094339622641,0.0407239819004524,0.0941176470588235,1,10,1,0,0,,0,0,C,Other
9343787000667,Yoghurt,Five:am,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts","Australia,France",c,3.0,,84.0,4.6,3.0,4.6,0.0,4.7333333333333,0.165,0.066,5.1333333333333,,0.0,No added sugar,0.6521739130434783,0.0563492063492059,0.0547619047619047,0,1,0,0,0,,0,0,C,Other
9343787000995,Organic vanilla bean yoghurt,Five:am,"Snacks,Desserts","Australia,France",c,5.0,,469.0,4.2,2.7,12.0,0.0,4.6,0.067,0.0268,12.3,,0.0,,0.6428571428571429,0.0098081023454157,0.0255863539445629,0,1,0,0,0,,0,0,C,Other
9343787001503,Organic blueberry yogurt,five:am,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Blueberry yogurts",Australia,c,5.0,4.0,114.2,5.3,3.4,8.8,0.0,4.5,0.1575,0.063,9.2,"Organic milk, organic raw sugar, organic blueberries (5%), organic cream, milk solids, organic milk solids, rice starch, natural blueberry flavour, pectin, natural colour (purple carrot concentrate), citric acid, live cultures (incl. probiotics acidophilus and bifidus)",2.0,,0.6415094339622641,0.0394045534150612,0.0770577933450087,1,12,1,0,0,,0,0,C,Other
9343787098718,Five:am superfood yoghurt,,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,6.0,,113.76470588235,5.4117647058824,3.4117647058824,11.235294117647,0.0,4.5882352941176,0.15735294117647,0.062941176470588,11.647058823529,,0.0,,0.6304347826086988,0.040330920372286,0.0987590486039317,0,1,0,0,1,superfood,0,0,C,Health-marketed
9343787098886,Strawberry sunday yogurt,Five:Am Organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,4.0,,92.0172083985,4.0,2.58333333333333,9.08333333333333,0.0,4.33333333333333,0.108333333333333,0.0433333333333333,9.5,,0.0,Australian made,0.6458333333333325,0.0470926407000624,0.0987134199289771,0,1,0,0,0,,0,0,C,Other
9343787099067,COFFEE BEAN ORGANIC YOGHURT,five:am organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,b,1.0,,32.8888888888889,1.55555555555555,0.0,4.13333333333333,0.0,1.86666666666667,0.0444444444444445,0.0177777777777778,4.35555555555555,,0.0,Australian made,0.0,0.0567567567567568,0.1256756756756755,0,1,0,0,0,,0,0,B,Other
9343787099104,Vanilla Bean Organic Yoghurt,five:am organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,0.0,4.0,51.315937464852,0.0016317991631799,0.0011087866108786,0.0038912133891213,0.16347,0.0014225941422594,4.55021e-05,1.82008e-05,0.0040376569037656,"Organic Milk, Organic Raw Sugar, Water, Organic Cream (Milk), Milk Solids, Rice Starch, Natural Vanilla Flavour, Vanilla Bean, Acidity Regulator (Citric Acid), Live Cultures (Milk)",1.0,Organic,0.6794871794871489,2.7722267438527887e-05,7.582855505244393e-05,1,10,1,0,0,,0,0,A,Other
9343787099111,GREEK STYLE ORGANIC YOGHURT,five:am organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,6.0,1.0,120.93690248566,8.33333333333333,5.4,7.4,0.0,4.93333333333333,0.138333333333333,0.0553333333333333,7.4,"Organic Milk, Organic Milk Solids, Organic Cream (Milk), Live Cultures (Milk) (S. thermophilus, L. bulgaricus, B. lactis & L. acidophilus). Contains Milk.",0.0,"Organic,Australian made,FSC,FSC Mix,Health Star Rating,Health Star Rating 3,Health Star Rating 4,No added sugar",0.6480000000000002,0.0407926218708825,0.0611889328063239,0,6,0,0,0,,0,0,C,Other
9343787099241,Strawberry Organic Yoghurt,Five:am Organic,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,5.0,,98.948374760994,4.13333333333333,2.73333333333333,10.5333333333333,0.0,4.53333333333333,0.1,0.04,11.1333333333333,,0.0,"Australian made,FSC,FSC Mix,Health Star Rating,Health Star Rating 3.5",0.6612903225806448,0.0458151368760065,0.1064528180354266,0,1,0,0,0,,0,0,C,Other
9344060000046,Açaí Energy Guarana blend,Amazonia,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Frozen fruits","Australia,Spain",b,1.0,,106.0,4.1,1.0,13.6,3.1,1.0,0.0125,0.005,14.7,"organic açai berry pulp*, organic evaporated cane juice*, citric acid ic (&lt;0.2%), organic ic guarana extract* *cértified organic warning: consume frozer or immediately after thawing. guarana vi có contains caffeine.",0.0,"Organic,EU Organic,BR-BIO-122",0.2439024390243902,0.0094339622641509,0.1283018867924528,0,4,0,0,0,,0,0,B,Other
9344081000506,Peanut Butter Super Smooth,Ridiculously Delicious,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters",Australia,d,14.0,3.0,653.333333333333,53.333333333333,9.3333333333333,5.3333333333333,8.47601666666667,24.0,2.8833333333333,1.15333333333332,9.3333333333333,"_Peanuts_, salt.",0.0,"No preservatives,Australian made",0.1750000000000004,0.036734693877551,0.0081632653061224,0,2,0,0,0,,1,1,D,Other
9344081000568,PEANUT BUTTER CHUNKY CRUNCH,Ridiculously Delicious,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters",Australia,c,6.0,3.0,654.875717017208,53.333333333333,9.3333333333333,5.3333333333333,8.54768333333333,24.0,1.2166666666667,0.48666666666668,9.3333333333333,"PEANUTS, SALT. CONTAINS: PEANUTS. MAY CONTAIN: ALMOND, MACADAMIA, SOY, MILK (DUE TO SHARED EQUIPMENT).",0.0,"No preservatives,Australian made",0.1750000000000004,0.0366481751824817,0.0081440389294403,0,5,0,0,0,,0,0,C,Other
9344372003162,Frozen pineapple pieces,Creative gourmet,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Frozen fruits",Australia,a,-3.0,,47.3231357478,0.0,0.0,9.9,0.5,0.6,0.005,0.002,11.0,,0.0,"Health Star Rating,Health Star Rating 4",,0.012678787880786,0.2092000000329699,0,1,0,0,0,,0,0,A,Other
9344372003179,Banana Chunks,Creative Gourmet,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Frozen fruits",Australia,a,0.0,1.0,85.0860420650095,0.0,0.0,14.2,1.5,0.8,0.01,0.004,22.0,"Banana (99.8%), Antioxidant (Ascorbic Acid)",1.0,"Health Star Rating,Health Star Rating 4",,0.0094022471910112,0.1668898876404495,1,2,0,0,0,,0,0,A,Other
9344372004121,Pink Dragonfruit Chunks,Creative Gourmet,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Frozen fruits",Australia,a,-2.0,,96.7973231357551,0.9,0.2,10.6,1.1,1.0,0.0175,0.007,13.8,,0.0,"Health Star Rating,Health Star Rating 4.5",0.2222222222222222,0.0103308641975308,0.1095071604938273,0,1,0,0,0,,0,0,A,Other
9344378002732,Stone Baked Low Carb High Protein Pizza Base,Della Rosa,"Frozen foods,Meals,Pizzas pies and quiches,Pizzas,Frozen pizzas and pies,Frozen pizzas",Australia,a,-4.0,,224.091778202677,2.0,0.3,0.6,6.0,16.0,0.85,0.34,0.0,,0.0,Australian made,0.15,0.0713993174061433,0.0026774744027303,0,1,0,0,1,protein,0,0,A,Health-marketed
9344831001128,Mild Hungerian Salami Sliced 100g,Casalingo,"Meats and their products,Prepared meats,Cured sausages,Salami",Australia,e,34.0,,397.227533460804,32.8,13.6,2.0,0.0,20.2,4.075,1.63,2.0,,0.0,"No gluten,Australian made",0.4146341463414634,0.0508524669073404,0.005034897713598,0,1,0,0,0,,1,1,E,Other
9344962000045,mixed berries,ACTIVIA,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,b,1.0,4.0,78.776290630975,3.68,2.48,5.44,0.0,4.88,0.18,0.072,6.32,"Milk, milk solids, mixed berries (7.3%) (strawberry, blackberry, blueberry, raspberry), thickeners (1442, 407), flavour, live lactic acid cultures (milk) (Bifidobacterium animalis subspecies lactis CNCM I-2494, Streptococcus thermophilus, Lactococcus lactis and Lactobacillus bulgaricus), milk minerals, enzyme (lactase), natural colour (black carrot, blackcurrant), sweetener (steviol glycosides), lemon pulp, salt",3.0,No added sugar,0.6739130434782609,0.061947572815534,0.0690563106796117,1,19,0,0,0,,0,0,B,Other
9344962000069,Probiotic vanilla yoghurt,Activia,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Bifidus yogurts,Flavoured bifidus yogurts",Australia,b,1.0,4.0,78.58508,3.84,2.48,5.12,0.0,4.88,0.18,0.072,6.08,"Whole milk, water, milk solids, thickener (1442), lemon pulp, live lactic acid cultures (Bifidobacterium animalis subspecies lactis CNCM 1-2494, Streptococcus thermophilus, Lactococcus lactis and Lactobacillus bulgaricus), natural flavours, lactase, locust bean gum, vanilla bean (0.013%), stevia leaf extract, sea salt, natural colour (carotene).",3.0,"No preservatives,Australian made,No added sugar",0.6458333333333334,0.0620983016114509,0.0651523164448009,1,15,0,0,0,,0,0,B,Other
9344962000236,Activia Gut Health,Activia,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Bifidus yogurts,Fruit bifidus yogurts",Australia,c,3.0,4.0,80.3059273422561,3.84,2.4,6.0,0.24,4.8,0.148,0.0592,6.72,"Whole milk, fruit 8.2% (mango diced, mango puree, lemon pulp), milk solids, thickener (1442), pectin, live lactic acid cultures (Bifidobacterium animalis subspecies lactis CNCM 1-2494, Streptococcus thermophilus, Lactococcus lactis and Lactobacillus bulgaricus), lactase, natural flavour, stevia leaf extract, sea salt, paprika extract.",4.0,"Australian made,No added sugar",0.625,0.0597714285714286,0.0747142857142858,1,15,0,0,0,,0,0,C,Other
9344962000274,Ultimate Greek Black Cherry,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Cherry yogurts",Australia,c,7.0,4.0,128.7,6.7,4.5,13.4,0.843434375,3.0,0.07112,0.028448,14.1,"milk, cream, cherries 9.5% (diced & reconstituted juice), sugar, milk solids, reconstituted elderberry juice, corn starch, flavour, stabilisers (pectin, locust bean gum), lemon juice concentrate, purple carrot concentrate, live yoghurt cultures (Lactobacillus bulgaricus and Streptococcus thermophilus). Contains MILK.",2.0,Australian made,0.6716417910447761,0.0233100233100233,0.1041181041181041,1,13,1,0,0,,0,0,C,Other
9344962000410,The Ultimate yoghurt by Danone - Natural & Sweet,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts","Australia,France",c,7.0,,131.0,8.5,5.1,10.0,0.0,3.8,0.033,0.0132,10.0,,0.0,,0.6,0.0290076335877862,0.0763358778625954,0,1,0,0,0,,0,0,C,Other
9344962001646,Strawberry Yoghurt,YoPRO,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-4.0,4.0,121.25,0.5,0.3,5.4,0.0,15.4,0.165,0.066,6.6,"Fresh milk strawberry pulp (5%) rice starch, enzyme (lactase), natural flavours, black carrot and blackcurrant concentrate, live yoghurt cultures (Lactobacillus bulgaricus, Streptococcus thermophilus), lemon pulp, stevia leaf extract, sea salt, milk minerals. CONTAINS _MILK_",1.0,No preservatives,0.6,0.1270103092783505,0.0445360824742268,1,10,0,0,0,,0,0,A,Other
9344962001660,YoPRO Passionfruit,Danone,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Cow milk yogurts",Australia,a,0.0,4.0,58.0,0.3,0.2,3.5,0.0,9.6,105.0,42.0,4.1,"Skim milk, passionfruit puree (5%), rice starch, milk minerals, natural flavours, enzyme (lactase), live yoghurt cultures, stevia leaf extract, sea salt.",1.0,"Health Star Rating,Health Star Rating 5",0.6666666666666667,0.1655172413793103,0.0603448275862069,1,9,0,0,0,,0,0,A,Other
9344962001677,Mango Yoghurt,Danone YoPRO,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-2.0,4.0,165.0,0.3125,0.1875,3.8125,0.15,9.5,0.1,0.04,4.125,"fresh milk, - 160g mango (5%), rice starch. enzyme (lactase), lemon vg qty pulp, locust bean gum, r100g natural flavours, pectin, 245 kj live yoghurt cultures, 59 cal) stevia leaf extract, sea 9.5g salt, milk minerals. yor 030",3.0,No preservatives,0.6,0.0575757575757575,0.0231060606060606,1,11,0,0,0,,0,0,A,Other
9344962001684,YoPRO Blueberry,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Yogurts high in protein on a fruit layer",Australia,a,-2.0,4.0,70.0,0.0,0.0,6.66666666666667,0.0,9.0,0.11,0.044,8.0,"Skim milk, blueberry puree (5%), rice starch, natural colour (black carrot and blackcurrant), natural flavours, enzyme (lactase), live yoghurt cultures, stevia leaf extract, lemon pulp, milk minerals, sea salt.",1.0,,,0.1285714285714285,0.0952380952380952,1,11,0,0,0,,0,0,A,Other
9344962001691,YoPRO Coconut,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-3.0,,64.0,1.0,0.7,3.3,0.0,9.6,0.1025,0.041,4.0,,0.0,,0.7,0.15,0.0515625,0,1,0,0,0,,0,0,A,Other
9344962001707,Vanilla Yoghurt,YoPRO,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-4.0,4.0,56.7638623326959,0.5,0.3,5.1,0.08,15.2,0.16,0.064,6.1,"Skim milk, water, rice starch, natural flavours, lemon pulp, enzyme (lactase), live yoghurt cultures, stevia leaf extract, vanilla bean (0.013%), milk minerals, sea salt.",1.0,"No artificial flavors,No preservatives,No artificial colors,No gelatin",0.6,0.2677760000000004,0.0898458947368422,1,11,0,0,0,,0,0,A,Other
9344962001721,Plain Yoghurt,Danone YoPRO,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",Australia,a,-2.0,1.0,53.125,0.3125,0.1875,3.5,0.0,9.375,0.1,0.04,3.625,"Fresh milk, enzyme (lactase), live yoghurt cultures (Lactobacillus bulgaricus, Streptococcus thermophilus)",0.0,"No artificial flavors,No preservatives,Australian made,No artificial colors,No artificial colours or flavours,No-gelatine",0.6,0.1764705882352941,0.0658823529411764,0,4,0,0,0,,0,0,A,Other
9344962001738,Vanilla Yoghurt,YoPRO,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Flavoured fermented dairy desserts,Cow milk yogurts,Flavoured yogurts",Australia,a,-4.0,4.0,57.0,0.5,0.3,5.1,0.0,15.2,0.16,0.064,6.1,"Skim milk, water, rice starch, natural flavours, lemon pulp, live yoghurt cultures, sweetener (steviol glycosides), vanilla bean (0.013%), salt, enzyme (lactase), milk minerals. Contains: milk.",1.0,"No preservatives,Australian made,Health Star Rating,Health Star Rating 5,No added sugar",0.6,0.2666666666666666,0.0894736842105263,1,11,0,0,0,,0,0,A,Other
9344962001745,YoPRO Strawberry Yogurt,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Strawberry yogurts",Australia,a,-4.0,4.0,58.75,0.3125,0.1875,3.375,0.0,9.625,0.103125,0.04125,4.125,"Skim milk, strawberry puree (5%), thickeners (rice starch, tapioca flour), natural flavours, natural colour (black carrot and blackcurrant), sweetener (steviol glycosides), salt, lemon pulp, enzyme (lactase), live yoghurt cultures (milk)",1.0,"No preservatives,Health Star Rating,Health Star Rating 5",0.6,0.1638297872340425,0.0574468085106383,1,11,0,0,0,,0,0,A,Other
9344962001776,BANANA YOGHURT,YoPRO,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,0.0,,61.0,0.3,0.2,4.0,0.0,9.6,0.1,0.04,4.6,,0.0,"No preservatives,Health Star Rating,Health Star Rating 5",0.6666666666666667,0.1573770491803278,0.0655737704918032,0,1,0,0,0,,0,0,A,Other
9344962001882,Honey Ypgurt,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,6.0,4.0,126.0,6.3,4.0,13.0,0.0,3.3,0.0675,0.027,13.3,"Milk, cream (milk), sugar, honey, water, dietary fibre (inulin), milk solids, thickener (rice starch), stabiliser (440), live yoghurt cultures (milk), lemon juice, natural honey extract, milk minerals.",1.0,Australian made,0.6349206349206349,0.0261904761904761,0.1031746031746031,1,13,1,0,0,,0,0,C,Other
9344962001905,BLACK CHERRY YOGHURT,Ultimate,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,c,7.0,,120.869565217391,7.5,4.5,12.7,0.0,3.3,0.043,0.0172,13.2,"DANONE Ultimate THE MOST INDULGENT YOGHURT into your ultimate evening rituals a dream like state of pure indulgence, delivered with the sweet and tart taste of dark cherry oven through our luxuriously creamy yoghurt. age Average cake quantity wing) per 100g 7% 506 kJ 121 Cal 7% 3.2 g 10% 6.29 19% 3.99 5% 12.39 15% 11.99 2% 30 mg 92 mg 13 (RDI) average adult diet DARK CHERRY YOGHURT Ingredients: Milk, cream (milk), sugar, cherries (5%), Scan to di secret in dietary fibre (inulin), milk solids, thickener (1442), flavour, FO@ natural colour (purple carrot concentrate), acidity regulators (331, 296), stabilisers (412, 407), live yoghurt cultures (milk). Contains: Milk. KEEP REFRIGERATED AT OR BELOW 4°C CONSUME SHORTLY AFTER OPENING Made in Australia from at least 90% Australian ingredients s with Australian m f Imported and c Fresh N Natura 14 Chin Bee Ro Singapore 6198 O On",0.0,Australian made,0.6,0.0273021582733813,0.1050719424460434,0,15,1,0,0,,0,0,C,Other
9344962001936,Tropical Mango Yoghurt,Danone Ultimate,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",Australia,c,8.0,,144.0,8.0,4.8,14.4,0.0,3.1,0.08,0.032,14.8,"Ultimate THE MOST INDULGENT YOGHURT Escape into your ultimate evening ritual; a dream-like state of pure indulgence, delivered with the sweet and juicy taste of mango woven through our luxuriously creamy yoghurt. ntage Average ntake quantity erving) per 100g 6% 479 kJ 114 Cal 7% 3.2g 10% 6.1 g 18% 3.8g 4% 10.9 g 14% 10.79 1% 26 mg 94 mg 14 (RDI) average adult diet MANGO YOGHURT Ingredients: Milk, cream (milk), mango (8.5%), sugar, dietary fibre (inulin), milk solids, thickener (1442), stabiliser (440), flavour, live yoghurt cultures (milk), milk minerals, natural colour (paprika), lemon juice concentrate. Contains: Milk. KEEP REFRIGERATED AT OR BELOW 4°C CONSUME SHORTLY AFTER OPENING Made in Australia from at least 89% Australian ingredients with Australian Scan to disc secret in eve fo@d Imported and dist Fresh N Natural F 14 Chin Bee Road Singapore 61982 O On",0.0,Australian made,0.6,0.0215277777777777,0.1,0,14,1,0,0,,0,0,C,Other
9344962002148,Vanilla Yoghurt,Danone YoPRO,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-4.0,4.0,62.7788400254939,0.5,0.3,5.1,0.0,15.0,0.1575,0.063,7.2,"Fresh milk, water, rice starch, lemon pulp, natural flavours, enzyme (lactase), live yoghurt cultures, stevia leaf extract, sea salt, vanilla bean (0.01%), natural colour (caramel), milk minerals.",1.0,"No preservatives,Australian made,No added sugar,No artificial colors,No flavors,No gelatin",0.6,0.2389340101522844,0.0812375634517767,1,12,0,0,0,,0,0,A,Other
9344962002155,Yopro Strawberry Yoghurt,Danone,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Yogurts high in protein on a fruit layer",Australia,a,-4.0,4.0,58.4767367750159,0.333333333333333,0.2,3.4,0.1703484375,10.0,0.105,0.042,3.73333333333333,"Fresh milk, strawberry puree (2%), rice starch, natural flavours, enzyme (lactase), black carrot and blackcurrant concentrate, live yoghurt cultures, stevia leaf extract, lemon pulp, sea salt.",1.0,"No preservatives,Health Star Rating,Health Star Rating 5,No added sugar",0.6000000000000006,0.171008174386921,0.0581427792915531,1,10,0,0,0,,0,0,A,Other
9344962002162,YoPRO Blueberry,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,0.0,,63.0,0.3,0.2,4.4,0.0,10.0,0.1075,0.043,4.8,,0.0,,0.6666666666666667,0.1587301587301587,0.0698412698412698,0,1,0,0,0,,0,0,A,Other
9344962002179,Mango Yoghurt,Danone,"Dairies,Fermented foods,Fermented milk products,Snacks,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Australia,a,-3.0,4.0,62.938177182919,0.333,0.2,3.6,0.0,10.0,0.105,0.042,4.8,"HIGH IN NATURAL PROTEIN 159 Fue Jorney. boked with geturally occurring protein, no added sugar no artificial sweeteners, colours, or flavours. OPRO High rotein yoghurt is a tasty snack that will empower you to achieve your goals. NO ADDED SUGAR HIGH QUALITY PROTEIN ON INFORMATION Ө Di NO ARTIFICIAL SWEETENERS SUPPORTS ENERGY PRODUCTION WITH CALCIUM Ingredients: Skim milk, mango puree Serveze: 150g (2%), thickener (rice starch), lemon pulp, Per Serving er 100g 395 kJ 63 kJ 194 Calal) 15.09 10.0 g 9 0.3g 4.8g 0.2g 3.6 g g42 mg 5mg ng 123 mg natural flavours, sweetener (steviol glycosides), salt, enzyme (lactase), live yoghurt cultures (milk), natural colour (paprika extract), milk minerals. Contains: milk. No Preservatives No Gelatine No Artificial Colours No Artificial Flavours Dietary Intake, &quot;When consumed as part of a healthy varied diet Scanere fo 23/09/2025 10:02 R2 ww",2.0,"No preservatives,No added sugar",0.6006006006006006,0.1588860759493672,0.0571989873417722,1,15,1,0,0,,0,0,A,Other
9344962002186,PASSIONFRUIT YOGHURT,YoPRO,Snacks,Australia,a,-3.0,4.0,62.0,0.3,0.2,4.3,0.0,10.0,0.1075,0.043,4.7,"YOPRO ERF FORMANCE $2 209 P HIGH IN NATURAL PROTEIN 159 Fuel Your Journey. Packed with naturally occurring protein, no added sugar YOPRO High Protein yoghurt is tasty snack that will artificial sweeteners, colour of flavours empower you to achieve your goals. no wa NO ADDED SUGAR HIGH QUALITY PROTEIN NUORMATION Serve Size: 150g Per Serving Per 100g 369 kJ 246 kJ (88 Cal) (59 Cal). 15.0 g 10.0 g 0.59 0.3g 0.3g 0.2g NO ARTIFICIAL SWEETENERS SUPPORTS ENERGY PRODUCTION WITH C Ingredients: Skim milk, passionfruit puree. (2%), thickener (rice starch), natural flavours, milk minerals, sweetener (steviol yoghurt cultures (milk), natural colou glycosides), salt, enzyme (lactase), live (paprika extract). Contains: milk. Total 5.7 g 3.8g No Preservatives 5.3g 3.5g No Gelatine 212 mg 141 mg No Artificial Flavours 65 mg 43 mg No Artificial Colours mended Dietary Intake. &quot;When consumed as part of a healthy varied diet. DAV DA 6/0 MPTY LTD VIC 180 Keepe at or b Consume after open Reg no 1761 17/09/25 10:16 www.yopro.com.au @yoproau Fuch&Cap Pouch arl.org.au Made in Australia from at least 96% Australian ingredients with Australian milk CALCON Scan here 9344 5 www 16",1.0,"No preservatives,Australian made,Health Star Rating,Health Star Rating 5,Natural flavors,No added sugar",0.6666666666666667,0.1612903225806451,0.0693548387096774,1,12,1,0,0,,0,0,A,Other
9344962002193,Banana Yoghurt,Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Yogurts high in protein on a fruit layer",Australia,a,-3.0,4.0,46.6666666666667,0.333333333333333,0.2,3.73333333333333,0.0565,10.0,0.105,0.042,4.0,"Skim milk, banana puree (2%), natural flavour, thickener (rice starch), lemon pulp, sweetener (steviol glycosides), salt, natural colour (beta carotene), enzyme (lactase), live yoghurt cultures.",2.0,"No preservatives,Australian made,Health Star Rating,Health Star Rating 5,No added sugar",0.6000000000000006,0.2142857142857141,0.0799999999999998,1,10,0,0,0,,0,0,A,Other
